Source Well,Destination Well,Transfer Volume
A2,AS57,2.5
A2,AS58,2.5
A2,AS59,2.5
A2,AS60,2.5
A2,AS61,2.5
A2,AS62,2.5
A1,AS63,2.5
A2,AS64,2.5
A2,AS65,2.5
A2,AS66,2.5
A2,AS67,2.5
A2,AS68,2.5
A2,AS69,2.5
A2,AS70,2.5
A2,AS71,2.5
A1,AS72,2.5
A1,AS73,2.5
A1,AS74,2.5
A1,AS75,2.5
A1,AS76,2.5
A1,AS77,2.5
A1,AS78,2.5
A2,AS79,2.5
A2,AS80,2.5
A2,AS81,2.5
A2,AS82,2.5
A2,AS83,2.5
A2,AS84,2.5
A2,AS85,2.5
A2,AS86,2.5
A1,AS87,2.5
A1,AS88,2.5
A2,AS89,2.5
A2,AS90,2.5
A2,AS91,2.5
A2,AS92,2.5
A1,AS93,2.5
A1,AS94,2.5
A1,AS95,2.5
A1,AS96,2.5
A1,AS97,2.5
A1,AS98,2.5
A1,AS99,2.5
A2,AS100,2.5
A2,AS101,2.5
A1,AS102,2.5
A2,AS103,2.5
A2,AS104,2.5
A2,AS105,2.5
A2,AS106,2.5
A2,AS107,2.5
A2,AS108,2.5
A2,AS109,2.5
A2,AS110,2.5
A1,AS111,2.5
A1,AS112,2.5
A2,AS113,2.5
A2,AS114,2.5
A2,AS115,2.5
A1,AS116,2.5
A1,AS117,2.5
A1,AS118,2.5
A1,AS119,2.5
A1,AS120,2.5
A1,AS121,2.5
A1,AS122,2.5
A2,AS123,2.5
A2,AS124,2.5
A2,AS125,2.5
A2,AS126,2.5
A2,AS127,2.5
A2,AS128,2.5
A2,AS129,2.5
A2,AS130,2.5
A2,AS131,2.5
A2,AS132,2.5
A2,AS133,2.5
A2,AS134,2.5
A2,AS135,2.5
A2,AS136,2.5
A2,AS137,2.5
A2,AS138,2.5
A2,AS139,2.5
A2,AS140,2.5
A2,AS141,2.5
A2,AS142,2.5
A2,AS143,2.5
A2,AS144,2.5
A2,AS145,2.5
A2,AS146,2.5
A2,AS147,2.5
A2,AS148,2.5
A2,AS149,2.5
A2,AS150,2.5
A2,AS151,2.5
A2,AS152,2.5
A2,AS153,2.5
A2,AS154,2.5
A2,AS155,2.5
A2,AS156,2.5
A2,AS157,2.5
A2,AS158,2.5
A2,AS159,2.5
A2,AS160,2.5
A2,AS161,2.5
A2,AS162,2.5
A2,AS163,2.5
A2,AS164,2.5
A2,AS165,2.5
A2,AS166,2.5
A2,AS167,2.5
A2,AS168,2.5
A2,AS169,2.5
A2,AS170,2.5
A2,AS171,2.5
A2,AS172,2.5
A1,AS173,2.5
A2,AS174,2.5
A2,AS175,2.5
A1,AS176,2.5
A1,AS177,2.5
A2,AS178,2.5
A2,AS179,2.5
A1,AS180,2.5
A2,AS181,2.5
A2,AS182,2.5
A2,AS183,2.5
A2,AS184,2.5
A2,AS185,2.5
A2,AS186,2.5
A2,AS187,2.5
A2,AS188,2.5
A2,AS189,2.5
A2,AT4,2.5
A2,AT5,2.5
A2,AT6,2.5
A2,AT7,2.5
A2,AT8,2.5
A2,AT9,2.5
A2,AT10,2.5
A2,AT11,2.5
A1,AT12,2.5
A1,AT13,2.5
A2,AT14,2.5
A2,AT15,2.5
A2,AT16,2.5
A2,AT17,2.5
A2,AT18,2.5
A2,AT19,2.5
